,venue,city,batting_team,bowling_team,runs_last_5,wickets_last_5,wickets,runs,overs,total
45931,Holkar Cricket Stadium,Indore,RPS,KXIP,38,2,3,57,7.4,165
45932,Holkar Cricket Stadium,Indore,RPS,KXIP,39,2,3,58,7.5,165
45933,Holkar Cricket Stadium,Indore,RPS,KXIP,41,2,3,60,7.6,165
45934,Holkar Cricket Stadium,Indore,RPS,KXIP,41,2,3,61,8.1,165
45935,Holkar Cricket Stadium,Indore,RPS,KXIP,42,2,3,62,8.2,165
45936,Holkar Cricket Stadium,Indore,RPS,KXIP,43,1,3,63,8.3,165
45937,Holkar Cricket Stadium,Indore,RPS,KXIP,45,1,3,67,8.4,165
45938,Holkar Cricket Stadium,Indore,RPS,KXIP,46,1,3,68,8.5,165
45939,Holkar Cricket Stadium,Indore,RPS,KXIP,49,1,3,72,8.6,165
45940,Holkar Cricket Stadium,Indore,RPS,KXIP,45,1,3,72,9.1,165
45941,Holkar Cricket Stadium,Indore,RPS,KXIP,42,1,3,73,9.2,165
45942,Holkar Cricket Stadium,Indore,RPS,KXIP,42,1,3,73,9.3,165
45943,Holkar Cricket Stadium,Indore,RPS,KXIP,39,1,3,74,9.4,165
45944,Holkar Cricket Stadium,Indore,RPS,KXIP,39,1,3,74,9.5,165
45945,Holkar Cricket Stadium,Indore,RPS,KXIP,33,1,3,74,9.6,165
45946,Holkar Cricket Stadium,Indore,RPS,KXIP,33,1,3,75,10.1,165
45947,Holkar Cricket Stadium,Indore,RPS,KXIP,30,1,3,76,10.2,165
45948,Holkar Cricket Stadium,Indore,RPS,KXIP,34,1,3,80,10.3,165
45949,Holkar Cricket Stadium,Indore,RPS,KXIP,35,0,3,81,10.4,165
45950,Holkar Cricket Stadium,Indore,RPS,KXIP,34,0,3,81,10.5,165
45951,Holkar Cricket Stadium,Indore,RPS,KXIP,34,0,3,81,10.6,165
45952,Holkar Cricket Stadium,Indore,RPS,KXIP,33,0,3,81,11.1,165
45953,Holkar Cricket Stadium,Indore,RPS,KXIP,35,0,3,83,11.2,165
45954,Holkar Cricket Stadium,Indore,RPS,KXIP,35,0,3,84,11.3,165
45955,Holkar Cricket Stadium,Indore,RPS,KXIP,31,0,3,84,11.4,165
45956,Holkar Cricket Stadium,Indore,RPS,KXIP,34,0,3,88,11.5,165
45957,Holkar Cricket Stadium,Indore,RPS,KXIP,40,0,3,94,11.6,165
45958,Holkar Cricket Stadium,Indore,RPS,KXIP,40,0,3,94,12.1,165
45959,Holkar Cricket Stadium,Indore,RPS,KXIP,40,0,3,95,12.2,165
45960,Holkar Cricket Stadium,Indore,RPS,KXIP,39,0,3,95,12.3,165
45961,Holkar Cricket Stadium,Indore,RPS,KXIP,38,0,3,95,12.4,165
45962,Holkar Cricket Stadium,Indore,RPS,KXIP,38,0,3,96,12.5,165
45963,Holkar Cricket Stadium,Indore,RPS,KXIP,37,0,3,97,12.6,165
45964,Holkar Cricket Stadium,Indore,RPS,KXIP,36,0,3,97,13.1,165
45965,Holkar Cricket Stadium,Indore,RPS,KXIP,35,0,3,97,13.2,165
45966,Holkar Cricket Stadium,Indore,RPS,KXIP,34,1,4,97,13.3,165
45967,Holkar Cricket Stadium,Indore,RPS,KXIP,31,1,4,98,13.4,165
45968,Holkar Cricket Stadium,Indore,RPS,KXIP,30,1,4,98,13.5,165
45969,Holkar Cricket Stadium,Indore,RPS,KXIP,27,1,4,99,13.6,165
45970,Holkar Cricket Stadium,Indore,RPS,KXIP,28,1,4,100,14.1,165
45971,Holkar Cricket Stadium,Indore,RPS,KXIP,28,1,4,101,14.2,165
45972,Holkar Cricket Stadium,Indore,RPS,KXIP,29,1,4,102,14.3,165
45973,Holkar Cricket Stadium,Indore,RPS,KXIP,28,1,4,102,14.4,165
45974,Holkar Cricket Stadium,Indore,RPS,KXIP,30,1,4,104,14.5,165
45975,Holkar Cricket Stadium,Indore,RPS,KXIP,31,1,4,105,14.6,165
45976,Holkar Cricket Stadium,Indore,RPS,KXIP,31,1,4,106,15.1,165
45977,Holkar Cricket Stadium,Indore,RPS,KXIP,31,1,4,107,15.2,165
45978,Holkar Cricket Stadium,Indore,RPS,KXIP,28,1,4,108,15.3,165
45979,Holkar Cricket Stadium,Indore,RPS,KXIP,28,1,4,109,15.3,165
45980,Holkar Cricket Stadium,Indore,RPS,KXIP,29,1,4,110,15.4,165
45981,Holkar Cricket Stadium,Indore,RPS,KXIP,33,1,4,114,15.5,165
45982,Holkar Cricket Stadium,Indore,RPS,KXIP,37,1,4,118,15.6,165
45983,Holkar Cricket Stadium,Indore,RPS,KXIP,36,1,4,119,16.1,165
45984,Holkar Cricket Stadium,Indore,RPS,KXIP,36,1,4,120,16.2,165
45985,Holkar Cricket Stadium,Indore,RPS,KXIP,40,1,4,124,16.3,165
45986,Holkar Cricket Stadium,Indore,RPS,KXIP,37,1,4,125,16.4,165
45987,Holkar Cricket Stadium,Indore,RPS,KXIP,31,2,5,125,16.5,165
45988,Holkar Cricket Stadium,Indore,RPS,KXIP,35,2,5,129,16.6,165
45989,Holkar Cricket Stadium,Indore,RPS,KXIP,36,2,5,131,17.1,165
45990,Holkar Cricket Stadium,Indore,RPS,KXIP,42,2,5,137,17.2,165
45991,Holkar Cricket Stadium,Indore,RPS,KXIP,43,2,5,138,17.3,165
45992,Holkar Cricket Stadium,Indore,RPS,KXIP,46,2,5,142,17.4,165
45993,Holkar Cricket Stadium,Indore,RPS,KXIP,51,2,5,148,17.5,165
45994,Holkar Cricket Stadium,Indore,RPS,KXIP,52,2,5,149,17.6,165
45995,Holkar Cricket Stadium,Indore,RPS,KXIP,53,2,5,150,18.1,165
45996,Holkar Cricket Stadium,Indore,RPS,KXIP,54,1,5,151,18.2,165
45997,Holkar Cricket Stadium,Indore,RPS,KXIP,53,1,5,151,18.3,165
45998,Holkar Cricket Stadium,Indore,RPS,KXIP,54,1,5,152,18.4,165
45999,Holkar Cricket Stadium,Indore,RPS,KXIP,53,2,6,152,18.5,165
46000,Holkar Cricket Stadium,Indore,RPS,KXIP,58,2,6,158,18.6,165
46001,Holkar Cricket Stadium,Indore,RPS,KXIP,58,2,6,159,19.1,165
46002,Holkar Cricket Stadium,Indore,RPS,KXIP,57,2,6,159,19.2,165
46003,Holkar Cricket Stadium,Indore,RPS,KXIP,61,2,6,163,19.3,165
46004,Holkar Cricket Stadium,Indore,RPS,KXIP,60,2,6,164,19.4,165
46005,Holkar Cricket Stadium,Indore,RPS,KXIP,60,2,6,165,19.5,165
46006,Holkar Cricket Stadium,Indore,RPS,KXIP,59,3,7,165,19.6,165
61292,M Chinnaswamy Stadium,Bangalore,RCB,DD,25,2,2,29,5.1,110
61293,M Chinnaswamy Stadium,Bangalore,RCB,DD,25,2,2,29,5.2,110
61294,M Chinnaswamy Stadium,Bangalore,RCB,DD,31,2,2,35,5.3,110
61295,M Chinnaswamy Stadium,Bangalore,RCB,DD,30,2,2,39,5.4,110
61296,M Chinnaswamy Stadium,Bangalore,RCB,DD,29,2,2,39,5.5,110
61297,M Chinnaswamy Stadium,Bangalore,RCB,DD,28,2,2,39,5.6,110
61298,M Chinnaswamy Stadium,Bangalore,RCB,DD,29,2,2,40,6.1,110
61299,M Chinnaswamy Stadium,Bangalore,RCB,DD,28,2,2,40,6.2,110
61300,M Chinnaswamy Stadium,Bangalore,RCB,DD,28,2,2,41,6.3,110
61301,M Chinnaswamy Stadium,Bangalore,RCB,DD,32,2,2,45,6.4,110
61302,M Chinnaswamy Stadium,Bangalore,RCB,DD,31,2,2,45,6.5,110
61303,M Chinnaswamy Stadium,Bangalore,RCB,DD,31,2,2,45,6.6,110
61304,M Chinnaswamy Stadium,Bangalore,RCB,DD,30,2,2,45,7.1,110
61305,M Chinnaswamy Stadium,Bangalore,RCB,DD,31,2,2,46,7.1,110
61306,M Chinnaswamy Stadium,Bangalore,RCB,DD,31,2,2,46,7.2,110
61307,M Chinnaswamy Stadium,Bangalore,RCB,DD,31,2,2,47,7.3,110
61308,M Chinnaswamy Stadium,Bangalore,RCB,DD,27,2,2,47,7.4,110
61309,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,2,47,7.5,110
61310,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,2,47,7.6,110
61311,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,3,47,8.1,110
61312,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,3,47,8.2,110
61313,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,3,47,8.3,110
61314,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,3,4,47,8.4,110
61315,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,3,4,47,8.5,110
61316,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,3,4,48,8.6,110
61317,M Chinnaswamy Stadium,Bangalore,RCB,DD,27,3,4,49,9.1,110
61318,M Chinnaswamy Stadium,Bangalore,RCB,DD,28,2,4,50,9.2,110
61319,M Chinnaswamy Stadium,Bangalore,RCB,DD,28,2,4,51,9.3,110
61320,M Chinnaswamy Stadium,Bangalore,RCB,DD,28,2,4,51,9.4,110
61321,M Chinnaswamy Stadium,Bangalore,RCB,DD,29,2,4,52,9.5,110
61322,M Chinnaswamy Stadium,Bangalore,RCB,DD,23,2,4,52,9.6,110
61323,M Chinnaswamy Stadium,Bangalore,RCB,DD,23,2,4,52,10.1,110
61324,M Chinnaswamy Stadium,Bangalore,RCB,DD,17,2,4,52,10.2,110
61325,M Chinnaswamy Stadium,Bangalore,RCB,DD,13,2,4,52,10.3,110
61326,M Chinnaswamy Stadium,Bangalore,RCB,DD,13,2,4,52,10.4,110
61327,M Chinnaswamy Stadium,Bangalore,RCB,DD,14,2,4,53,10.5,110
61328,M Chinnaswamy Stadium,Bangalore,RCB,DD,17,2,4,57,10.6,110
61329,M Chinnaswamy Stadium,Bangalore,RCB,DD,17,2,4,57,11.1,110
61330,M Chinnaswamy Stadium,Bangalore,RCB,DD,16,2,4,57,11.2,110
61331,M Chinnaswamy Stadium,Bangalore,RCB,DD,13,2,4,58,11.3,110
61332,M Chinnaswamy Stadium,Bangalore,RCB,DD,13,3,5,58,11.4,110
61333,M Chinnaswamy Stadium,Bangalore,RCB,DD,14,3,5,59,11.5,110
61334,M Chinnaswamy Stadium,Bangalore,RCB,DD,14,3,5,59,11.6,110
61335,M Chinnaswamy Stadium,Bangalore,RCB,DD,14,3,5,60,12.1,110
61336,M Chinnaswamy Stadium,Bangalore,RCB,DD,15,3,5,61,12.2,110
61337,M Chinnaswamy Stadium,Bangalore,RCB,DD,14,3,5,61,12.3,110
61338,M Chinnaswamy Stadium,Bangalore,RCB,DD,15,3,5,62,12.4,110
61339,M Chinnaswamy Stadium,Bangalore,RCB,DD,15,3,5,62,12.5,110
61340,M Chinnaswamy Stadium,Bangalore,RCB,DD,15,3,5,62,12.6,110
61341,M Chinnaswamy Stadium,Bangalore,RCB,DD,15,2,5,62,13.1,110
61342,M Chinnaswamy Stadium,Bangalore,RCB,DD,16,2,5,63,13.2,110
61343,M Chinnaswamy Stadium,Bangalore,RCB,DD,16,2,5,63,13.3,110
61344,M Chinnaswamy Stadium,Bangalore,RCB,DD,16,1,5,63,13.4,110
61345,M Chinnaswamy Stadium,Bangalore,RCB,DD,17,1,5,64,13.5,110
61346,M Chinnaswamy Stadium,Bangalore,RCB,DD,17,1,5,65,13.6,110
61347,M Chinnaswamy Stadium,Bangalore,RCB,DD,22,1,5,71,14.1,110
61348,M Chinnaswamy Stadium,Bangalore,RCB,DD,21,1,5,71,14.2,110
61349,M Chinnaswamy Stadium,Bangalore,RCB,DD,20,2,6,71,14.3,110
61350,M Chinnaswamy Stadium,Bangalore,RCB,DD,21,2,6,72,14.4,110
61351,M Chinnaswamy Stadium,Bangalore,RCB,DD,21,2,6,73,14.5,110
61352,M Chinnaswamy Stadium,Bangalore,RCB,DD,25,2,6,77,14.6,110
61353,M Chinnaswamy Stadium,Bangalore,RCB,DD,25,2,6,77,15.1,110
61354,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,6,78,15.2,110
61355,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,6,78,15.3,110
61356,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,6,78,15.4,110
61357,M Chinnaswamy Stadium,Bangalore,RCB,DD,26,2,6,79,15.4,110
61358,M Chinnaswamy Stadium,Bangalore,RCB,DD,24,2,6,81,15.5,110
61359,M Chinnaswamy Stadium,Bangalore,RCB,DD,25,2,6,82,15.6,110
61360,M Chinnaswamy Stadium,Bangalore,RCB,DD,25,2,6,82,16.1,110
61361,M Chinnaswamy Stadium,Bangalore,RCB,DD,25,2,6,83,16.1,110
61362,M Chinnaswamy Stadium,Bangalore,RCB,DD,31,1,6,89,16.2,110
61363,M Chinnaswamy Stadium,Bangalore,RCB,DD,36,1,6,95,16.3,110
61364,M Chinnaswamy Stadium,Bangalore,RCB,DD,37,1,6,96,16.4,110
61365,M Chinnaswamy Stadium,Bangalore,RCB,DD,42,1,6,102,16.5,110
61366,M Chinnaswamy Stadium,Bangalore,RCB,DD,41,1,6,102,16.6,110
61367,M Chinnaswamy Stadium,Bangalore,RCB,DD,42,1,6,103,17.1,110
61368,M Chinnaswamy Stadium,Bangalore,RCB,DD,41,1,6,103,17.2,110
61369,M Chinnaswamy Stadium,Bangalore,RCB,DD,42,1,6,104,17.3,110
61370,M Chinnaswamy Stadium,Bangalore,RCB,DD,42,2,7,104,17.4,110
61371,M Chinnaswamy Stadium,Bangalore,RCB,DD,43,2,7,105,17.5,110
61372,M Chinnaswamy Stadium,Bangalore,RCB,DD,42,3,8,105,17.6,110
61373,M Chinnaswamy Stadium,Bangalore,RCB,DD,43,3,8,106,18.1,110
61374,M Chinnaswamy Stadium,Bangalore,RCB,DD,47,3,8,110,18.2,110
61375,M Chinnaswamy Stadium,Bangalore,RCB,DD,46,4,9,110,18.3,110
61376,M Chinnaswamy Stadium,Bangalore,RCB,DD,45,5,10,110,18.4,110
75921,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,39,1,1,39,5.1,166
75922,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,45,1,1,45,5.2,166
75923,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,49,1,1,49,5.3,166
75924,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,53,1,1,53,5.4,166
75925,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,52,1,1,53,5.5,166
75926,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,53,1,1,54,5.6,166
75927,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,50,1,1,55,6.1,166
75928,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,51,1,1,56,6.2,166
75929,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,51,2,2,56,6.3,166
75930,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,51,2,2,56,6.4,166
75931,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,51,2,2,57,6.5,166
75932,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,53,2,2,59,6.6,166
75933,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,50,2,2,60,7.0,166
75934,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,51,2,2,61,7.1,166
75935,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,54,2,2,64,7.2,166
75936,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,48,3,3,64,7.3,166
75937,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,52,3,3,68,7.4,166
75938,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,53,3,3,69,7.4,166
75939,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,50,3,3,70,7.5,166
75940,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,51,3,3,71,8.6,166
75941,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,51,3,3,71,8.1,166
75942,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,52,3,3,72,8.2,166
75943,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,49,3,3,73,8.3,166
75944,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,49,3,3,73,8.4,166
75945,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,49,4,4,73,8.5,166
75946,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,49,4,4,73,9.6,166
75947,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,49,4,4,77,9.1,166
75948,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,47,4,4,81,9.2,166
75949,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,48,3,4,82,9.3,166
75950,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,44,3,4,82,9.4,166
75951,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,43,3,4,82,9.5,166
75952,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,38,3,4,83,10.6,166
75953,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,35,3,4,84,10.1,166
75954,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,31,3,4,84,10.2,166
75955,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,31,3,4,84,10.3,166
75956,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,31,3,4,85,10.4,166
75957,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,30,3,4,85,10.5,166
75958,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,30,3,4,86,11.6,166
75959,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,31,2,4,87,11.1,166
75960,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,32,2,4,88,11.2,166
75961,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,32,2,4,89,11.3,166
75962,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,34,2,4,93,11.4,166
75963,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,37,2,4,97,11.5,166
75964,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,37,2,4,98,12.6,166
75965,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,34,2,4,98,12.1,166
75966,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,34,1,4,98,12.2,166
75967,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,32,1,4,100,12.3,166
75968,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,32,1,4,101,12.4,166
75969,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,31,1,4,101,12.5,166
75970,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,36,1,4,107,13.6,166
75971,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,36,1,4,107,13.1,166
75972,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,39,1,4,111,13.2,166
75973,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,39,1,4,112,13.3,166
75974,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,39,1,4,112,13.4,166
75975,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,39,0,4,112,13.5,166
75976,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,40,0,4,113,14.6,166
75977,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,36,0,4,113,14.1,166
75978,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,32,0,4,113,14.2,166
75979,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,32,0,4,114,14.3,166
75980,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,32,0,4,114,14.4,166
75981,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,33,0,4,115,14.5,166
75982,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,38,0,4,121,15.6,166
75983,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,43,0,4,127,15.1,166
75984,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,43,0,4,127,15.2,166
75985,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,44,0,4,128,15.3,166
75986,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,43,0,4,128,15.4,166
75987,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,43,0,4,128,15.5,166
75988,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,42,0,4,128,16.6,166
75989,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,42,0,4,129,16.1,166
75990,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,47,0,4,135,16.2,166
75991,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,47,0,4,136,16.3,166
75992,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,43,1,5,136,16.4,166
75993,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,39,1,5,136,16.5,166
75994,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,38,1,5,136,17.6,166
75995,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,38,2,6,136,17.1,166
75996,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,38,2,6,136,17.2,166
75997,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,36,3,7,136,17.3,166
75998,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,35,3,7,136,17.4,166
75999,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,37,3,7,138,17.5,166
76000,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,33,3,7,140,18.6,166
76001,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,34,3,7,141,18.1,166
76002,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,34,3,7,145,18.2,166
76003,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,35,3,7,147,18.3,166
76004,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,36,3,7,148,18.4,166
76005,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,37,4,8,149,18.5,166
76006,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,40,4,8,153,19.6,166
76007,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,42,4,8,155,19.0,166
76008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,43,4,8,156,19.1,166
76009,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,42,4,8,156,19.2,166
76010,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,44,4,8,158,19.3,166
76011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,47,4,8,162,19.4,166
76012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,GL,SRH,45,4,8,166,19.5,166
90561,Wankhede Stadium,Mumbai,KKR,MI,23,2,2,23,5.1,142
90562,Wankhede Stadium,Mumbai,KKR,MI,23,2,2,23,5.2,142
90563,Wankhede Stadium,Mumbai,KKR,MI,22,2,2,23,5.3,142
90564,Wankhede Stadium,Mumbai,KKR,MI,22,2,2,23,5.4,142
90565,Wankhede Stadium,Mumbai,KKR,MI,24,2,2,25,5.5,142
90566,Wankhede Stadium,Mumbai,KKR,MI,24,2,2,25,5.6,142
90567,Wankhede Stadium,Mumbai,KKR,MI,25,2,2,26,6.1,142
90568,Wankhede Stadium,Mumbai,KKR,MI,29,2,2,30,6.2,142
90569,Wankhede Stadium,Mumbai,KKR,MI,27,2,2,34,6.3,142
90570,Wankhede Stadium,Mumbai,KKR,MI,27,2,2,34,6.4,142
90571,Wankhede Stadium,Mumbai,KKR,MI,25,2,2,34,6.5,142
90572,Wankhede Stadium,Mumbai,KKR,MI,25,1,2,34,6.6,142
90573,Wankhede Stadium,Mumbai,KKR,MI,26,1,2,35,7.1,142
90574,Wankhede Stadium,Mumbai,KKR,MI,25,1,2,36,7.2,142
90575,Wankhede Stadium,Mumbai,KKR,MI,25,1,2,36,7.3,142
90576,Wankhede Stadium,Mumbai,KKR,MI,25,1,2,36,7.4,142
90577,Wankhede Stadium,Mumbai,KKR,MI,25,1,2,36,7.5,142
90578,Wankhede Stadium,Mumbai,KKR,MI,21,2,3,36,7.6,142
90579,Wankhede Stadium,Mumbai,KKR,MI,25,2,3,40,8.1,142
90580,Wankhede Stadium,Mumbai,KKR,MI,25,2,3,40,8.2,142
90581,Wankhede Stadium,Mumbai,KKR,MI,26,2,3,41,8.3,142
90582,Wankhede Stadium,Mumbai,KKR,MI,26,2,3,42,8.4,142
90583,Wankhede Stadium,Mumbai,KKR,MI,26,2,3,42,8.5,142
90584,Wankhede Stadium,Mumbai,KKR,MI,27,2,3,43,8.6,142
90585,Wankhede Stadium,Mumbai,KKR,MI,27,2,3,44,9.0,142
90586,Wankhede Stadium,Mumbai,KKR,MI,26,2,3,45,9.1,142
90587,Wankhede Stadium,Mumbai,KKR,MI,22,3,4,45,9.2,142
90588,Wankhede Stadium,Mumbai,KKR,MI,22,3,4,45,9.3,142
90589,Wankhede Stadium,Mumbai,KKR,MI,22,3,4,45,9.4,142
90590,Wankhede Stadium,Mumbai,KKR,MI,22,3,4,45,9.5,142
90591,Wankhede Stadium,Mumbai,KKR,MI,22,2,4,45,9.6,142
90592,Wankhede Stadium,Mumbai,KKR,MI,22,2,4,45,10.1,142
90593,Wankhede Stadium,Mumbai,KKR,MI,22,2,4,45,10.2,142
90594,Wankhede Stadium,Mumbai,KKR,MI,22,2,4,45,10.3,142
90595,Wankhede Stadium,Mumbai,KKR,MI,24,2,4,49,10.4,142
90596,Wankhede Stadium,Mumbai,KKR,MI,28,2,4,53,10.5,142
90597,Wankhede Stadium,Mumbai,KKR,MI,28,2,4,54,10.6,142
90598,Wankhede Stadium,Mumbai,KKR,MI,26,2,4,56,11.1,142
90599,Wankhede Stadium,Mumbai,KKR,MI,22,2,4,56,11.2,142
90600,Wankhede Stadium,Mumbai,KKR,MI,23,2,4,57,11.3,142
90601,Wankhede Stadium,Mumbai,KKR,MI,24,2,4,58,11.4,142
90602,Wankhede Stadium,Mumbai,KKR,MI,25,2,4,59,11.5,142
90603,Wankhede Stadium,Mumbai,KKR,MI,25,2,4,60,11.6,142
90604,Wankhede Stadium,Mumbai,KKR,MI,24,3,5,60,12.1,142
90605,Wankhede Stadium,Mumbai,KKR,MI,24,3,5,60,12.2,142
90606,Wankhede Stadium,Mumbai,KKR,MI,24,3,5,60,12.3,142
90607,Wankhede Stadium,Mumbai,KKR,MI,25,3,5,61,12.4,142
90608,Wankhede Stadium,Mumbai,KKR,MI,26,2,5,62,12.5,142
90609,Wankhede Stadium,Mumbai,KKR,MI,22,2,5,62,12.6,142
90610,Wankhede Stadium,Mumbai,KKR,MI,23,2,5,63,13.1,142
90611,Wankhede Stadium,Mumbai,KKR,MI,23,2,5,64,13.2,142
